handle,name,country,iso_alpha2,iso_alpha3,region,hq_city,category,subcategory,business_type,business_model,price_tier,founded_year,ownership_type,is_public,stock_ticker,website,domain,instagram_url,linkedin_url,facebook_url,youtube_url,tiktok_handle,instagram_followers,employee_estimate,store_estimate,revenue_usd_estimate,naics_code,sic_code,is_d2c,is_manufacturer,is_retailer,is_luxury,is_smart_eyewear,has_manufacturing,sustainability_focus,description,tags,completeness_pct,confidence_pct,needs_reverification
fakeeh-vision,Fakeeh Vision,,,,Global,,,Optical,,,,2025,Private,False,,https://fakeehvision.com,fakeehvision.com,,https://www.linkedin.com/company/fakeeh-vision/,,,,,,,,339115,3827,False,False,False,False,False,False,False,"- **Fakeeh Vision** — Country: Saudi Arabia; HQ: Jeddah; Founded: >10 years ago; Type: Retail chain + clinical eye-care (Fakeeh Healthcare group); Stores: n/a; Revenue: n/a; Employees: n/a; Website: [Fakeeh Vision](https://fakeehvision.com); Products: medical eyewear, prescription lenses, contact lenses, designer frames; Description: Hospital-linked optical retail and diagnostics with online booking/prescription upload. ([Eyewearglobo](https://www.eyewearglobo.com/top-20-eyewear-companies-in-saudi-arabia-for-b2b-buyers-2025/))",,34,50,True
fakeme_official,Fakeme,South Korea,KR,KOR,East Asia,Seoul,Fashion Eyewear,,Independent Brand,Brand,Mid-Range,2012,Private,False,,https://fakeme.kr,fakeme.kr,https://instagram.com/fakeme_official,https://www.linkedin.com/company/fakeme/,,,,100000,30,10,10000000,339115,3827,False,False,False,False,False,False,False,Korean fashion eyewear brand. Trendy designs popular with K-pop fans.,Fashion|Independent|K-Pop|Korean|Trendy,90,65,True
fasaboratories,Fastrack Eyewear,India,IN,IND,South Asia,Bangalore,Fashion Eyewear,Sunglasses,Brand,Brand (Titan),Budget,1998,Private,False,,https://fastrack.in,fastrack.in,https://instagram.com/fasaboratories,https://www.linkedin.com/company/fastrack/,,,,50000,,,,339115,3827,False,False,False,False,False,False,False,Indian youth fashion brand by Titan. Affordable sunglasses and watches.,Affordable|Brand|Fashion|Indian|Titan|Youth,79,65,True
faunaaudio,Fauna Audio Glasses,Austria,AT,AUT,Europe,Linz,Smart Eyewear,,Tech Company,D2C/Tech,Mid-Premium,2019,Private,False,,https://faunaudio.com,faunaudio.com,https://instagram.com/faunaaudio,https://www.linkedin.com/company/fauna-audio-glasses/,,,,12000,20,,,334220,3669,False,False,False,False,True,False,False,Austrian audio smart glasses. Speakers built into temples. Stylish design.,Audio|Austrian|Smart Eyewear|Startup|Tech,85,65,True
faconnable,Façonnable Eyewear,France,FR,FRA,Europe,Nice,Fashion Eyewear,,Brand,Licensed,Mid-Range,1950,Private,False,,https://faconnable.com,faconnable.com,https://instagram.com/faconnable,https://www.linkedin.com/company/faconnable/,,,,85000,,,,339115,3827,False,False,False,False,False,False,False,French Riviera fashion brand. Eyewear extension.,Fashion|French|Licensed|Riviera,79,65,True
fedon1919,Fedon Group,Italy,IT,ITA,Europe,Valdobbiadene,Accessories Supplier,,Manufacturer,Manufacturer,,1919,Private,False,,https://fedon.com,fedon.com,https://instagram.com/fedon1919,https://www.linkedin.com/company/fedon-group/,,,,15000,,,,339115,3827,False,True,False,False,False,True,False,Italian eyewear case and accessories manufacturer.,Accessories|B2B|Cases|Heritage|Italian,76,65,True
feelgoodcontacts,Feel Good Contacts,UK,GB,GBR,Europe,London,D2C Eyewear,,D2C Brand,D2C Online,Budget,2008,Private,False,,https://feelgoodcontacts.com,feelgoodcontacts.com,https://instagram.com/feelgoodcontacts,https://www.linkedin.com/company/feel-good-contacts/,,,,20000,,,,454110,5961,False,False,False,False,False,False,False,UK online contact lens and eyewear retailer.,B2C|Contact Lens|D2C|Online-Only|UK,79,65,True
felixgrayglasses,Felix Gray,USA,US,USA,North America,New York,D2C Eyewear,,D2C Brand,D2C Online,Mid-Range,2016,Private,False,,https://felixgray.com,felixgray.com,https://instagram.com/felixgrayglasses,https://www.linkedin.com/company/felix-gray/,https://facebook.com/FelixGray,,,95000,50,0,20000000,454110,5961,False,False,False,False,False,False,False,D2C blue light filtering glasses brand. Positioned for digital professionals.,B2C|Blue Light|D2C|Digital Wellness|Startup,96,65,True
fendi,Fendi Eyewear,Italy,IT,ITA,Europe,Rome,Luxury Eyewear,Sunglasses,Fashion House,Thélios (LVMH),Luxury,1925,Private,False,,https://fendi.com,fendi.com,https://instagram.com/fendi,https://www.linkedin.com/company/fendi/,https://facebook.com/Fendi,https://youtube.com/@Fendi,fendi,13000000,,,,339115,3827,False,False,False,True,False,False,False,Italian luxury house. Eyewear produced by Thélios/LVMH.,Fashion House|Italian|LVMH|Luxury|Thélios,87,65,True
ferragamo,Ferragamo Eyewear,Italy,IT,ITA,Europe,Florence,Luxury Eyewear,,Brand,Licensed (Marchon),Premium-Luxury,1927,Private,False,,https://ferragamo.com,ferragamo.com,https://instagram.com/ferragamo,https://www.linkedin.com/company/ferragamo/,,,,2100000,,,,339115,3827,False,False,False,False,False,False,False,Italian luxury brand. Eyewear by Marchon.,Italian|Licensed|Luxury|Marchon,79,65,True
fgx-international,FGX International,USA,US,USA,North America,"Smithfield, RI",Manufacturer/Distributor,,Manufacturer,Manufacturer (EssilorLuxottica),Budget,1989,Private,False,,https://fgxi.com,fgxi.com,,https://www.linkedin.com/company/fgx-international/,,,,,,,,339115,3827,False,True,False,False,False,True,False,World's largest mass market eyewear company. Part of EssilorLuxottica.,American|EssilorLuxottica|Large|Manufacturer|Mass Market,72,50,True
fielmann,Fielmann AG,Germany,DE,DEU,Europe,Hamburg,Optical Retail Chain,Optical,Retailer,Retail Chain,Budget-Mid,1972,Public,True,FIE.DE,https://fielmann.com,fielmann.com,https://instagram.com/fielmann,https://www.linkedin.com/company/fielmann-ag/,https://facebook.com/Fielmann,https://youtube.com/@Fielmann,,120000,23000,1000,2200000000,446130,5995,False,False,True,False,False,True,False,"Europe's largest optical retailer by number of glasses sold. Dominant in Germany, expanding across Europe.",European Leader|German|Large|Mass Market|Optical Chain|Public Company|Retailer,99,75,True
finland-optical,Finland Optical,,,,Global,,,Optical,,,,2004,Private,False,,https://finlandoptical.com,finlandoptical.com,,https://www.linkedin.com/company/finland-optical/,,,,,,,,339115,3827,False,False,False,False,False,False,False,"- **Finland Optical** — Country: Oman; HQ: Muscat; Founded: 2004; Type: Optical retail chain; Stores: 8 locations (Muscat); Revenue: n/a; Employees: n/a; Website: [Finland Optical](https://finlandoptical.com); Products: premium eyewear, contact lenses, eye care; Description: Positions itself as Oman’s largest optical chain with multiple Muscat locations. ([Finland Optical](https://finlandoptical.com))",,34,50,True
finlayandco,Finlay & Co,UK,GB,GBR,Europe,London,D2C Eyewear,,D2C Brand,D2C/Omnichannel,Mid-Premium,2012,Private,False,,https://finlayandco.com,finlayandco.com,https://instagram.com/finlayandco,https://www.linkedin.com/company/finlay-co/,,,,18000,,,,454110,5961,False,False,False,False,False,True,False,British fashion eyewear. Handcrafted. London retail stores.,B2C|British|D2C|Fashion|Handcrafted|Retail,79,65,True
fitoverseyewear,Fitovers Eyewear,USA,US,USA,North America,"Middleton, WI",Specialty Eyewear,Both,Brand,Brand,Budget-Mid,1994,Private,False,,https://fitovers.com,fitovers.com,https://instagram.com/fitoverseyewear,https://www.linkedin.com/company/fitovers-eyewear/,,,,25000,,,,339115,3827,False,False,False,False,False,False,False,Sunglasses designed to fit over prescription glasses.,Brand|Fit-Over|Niche|Specialty,79,65,True
fitzframes,Fitz Frames,USA,US,USA,North America,"Nashville, TN",D2C Eyewear,,D2C Brand,D2C Online,Mid-Range,2019,Private,False,,https://fitzframes.com,fitzframes.com,https://instagram.com/fitzframes,https://www.linkedin.com/company/fitz-frames/,https://facebook.com/FitzFrames,,,12000,20,0,3000000,454110,5961,False,False,False,False,False,False,False,3D-printed custom-fit children's eyewear. Uses face scanning app for perfect fit.,3D Printing|B2C|Custom-Fit|D2C|Innovative|Kids|Startup,94,65,True
fixxative,Fixxative,India,IN,IND,South Asia,Delhi,D2C Eyewear,,D2C Brand,D2C Online,Budget,2020,Private,False,,https://fixxative.com,fixxative.com,https://instagram.com/fixxative,https://www.linkedin.com/company/fixxative/,,,,8500,,,,454110,5961,False,False,False,False,False,False,False,Indian D2C eyewear startup.,B2C|Budget|D2C|Indian|Startup,79,65,True
flair_eyewear,Flair,Germany,DE,DEU,Europe,Rathenow,Independent Eyewear,,Brand/Manufacturer,Brand/Manufacturer,Mid-Premium,1946,Private,False,,https://flair.de,flair.de,https://instagram.com/flair_eyewear,https://www.linkedin.com/company/flair-de/,,,,10000,,,,339115,3827,False,False,False,False,False,True,False,German eyewear manufacturer. Known for lightweight frames.,German|Heritage|Independent|Lightweight|Manufacturer,79,65,True
flexon,Flexon,USA,US,USA,North America,"Melville, NY",Independent Eyewear,,Brand,Brand (Marchon),Mid-Range,1988,Private,False,,https://flexon.com,flexon.com,https://instagram.com/flexon,https://www.linkedin.com/company/flexon,,,,9500,,,,339115,3827,False,False,False,False,True,False,False,Memory metal flexible eyewear. Part of Marchon.,American|Brand|Flexible|Marchon|Memory Metal,79,65,True
fleyecopenhagen,Fleye Copenhagen,Denmark,DK,DNK,Europe,Copenhagen,Independent Eyewear,,Independent Brand,Brand,Mid-Premium,2006,Private,False,,https://fleye.dk,fleye.dk,https://instagram.com/fleyecopenhagen,https://www.linkedin.com/company/fleye-copenhagen,,,,18000,20,,5000000,339115,3827,False,False,False,False,False,False,False,"Danish independent eyewear. Ultra-minimalist, lightweight designs.",Danish|Independent|Lightweight|Minimalist,87,65,True
focuspoint,Focus Point,Malaysia,MY,MYS,Southeast Asia,Kuala Lumpur,Optical Retail,Optical,Retailer,Retailer,Mid-Range,1984,Private,False,,https://focuspoint.com.my,focuspoint.com.my,https://instagram.com/focuspoint,https://www.linkedin.com/company/focuspoint,,,,10000,,,,446130,5995,False,False,True,False,False,False,False,Malaysian optical chain. 100+ stores.,Malaysian|Optical Chain|Retailer,79,65,True
foreyes,For Eyes,USA,US,USA,North America,"Coral Springs, FL",Optical Retail,Optical,Retailer,Retailer (Walman),Budget-Mid,1980,Private,False,,https://foreyes.com,foreyes.com,https://instagram.com/foreyes,https://www.linkedin.com/company/for-eyes,,,,15000,,,,446130,5995,False,False,True,False,False,False,False,US optical retail chain.,American|Optical Chain|Retailer,79,65,True
formosa-optical,Formosa Optical,Taiwan,TW,TWN,East Asia,Taipei,Optical Retail,Optical,Retailer,Retailer,Mid-Range,1981,Private,False,,https://formosaoptical.com,formosaoptical.com,,https://www.linkedin.com/company/formosa-optical,,,,,,,,446130,5995,False,False,True,False,False,False,False,Taiwan's largest optical chain.,Optical Chain|Retailer|Taiwanese,72,50,True
fossil,Fossil Eyewear,USA,US,USA,North America,"Richardson, TX",Fashion Eyewear,Sunglasses,Brand,Licensed (Safilo),Mid-Range,1984,Private,False,,https://fossil.com,fossil.com,https://instagram.com/fossil,https://www.linkedin.com/company/fossil,,,,350000,,,,339115,3827,False,False,False,False,False,False,False,American fashion brand. Eyewear by Safilo Group.,American|Fashion|Licensed|Safilo,79,65,True
fostergrant,Foster Grant,USA,US,USA,North America,"Smithfield, RI",Mass Market Eyewear,Sunglasses,Brand,Brand/Wholesale,Budget,1929,Private,False,,https://fostergrant.com,fostergrant.com,https://instagram.com/fostergrant,https://www.linkedin.com/company/foster-grant,https://facebook.com/FosterGrant,,,40000,500,0,200000000,339115,3827,False,False,False,False,False,False,False,"America's #1 reading glasses and sunglasses brand. Sold in drugstores, supermarkets, mass retail.",Brand|Budget|Heritage|Mass Market|Reading Glasses|Retail,97,65,True
fototica,Fototica,Brazil,BR,BRA,Latin America,São Paulo,Optical Retail,Optical,Retailer,Retailer (GrandVision/EssilorLuxottica),Mid-Range,1964,Private,False,,https://fototica.com.br,fototica.com.br,https://instagram.com/fototica,https://www.linkedin.com/company/fototica,,,,10000,,,,446130,5995,False,False,True,False,False,False,False,Brazilian optical chain. Part of GrandVision.,Brazilian|EssilorLuxottica|Retailer,79,65,True
framebridge,Framebridge,USA,US,USA,North America,Washington DC,D2C Eyewear,,D2C Brand,D2C Online,Mid-Range,2014,Private,False,,https://framebridge.com,framebridge.com,https://instagram.com/framebridge,https://www.linkedin.com/company/framebridge,,,,45000,,,,454110,5961,False,False,False,False,False,False,False,Custom picture framing brand (not eyewear - skip).,,75,65,True
frameistry,Frameistry,India,IN,IND,South Asia,Mumbai,D2C Eyewear,,D2C Brand,D2C Online,Budget,2020,Private,False,,https://frameistry.com,frameistry.com,https://instagram.com/frameistry,https://www.linkedin.com/company/frameistry,,,,5000,,,,454110,5961,False,False,False,False,False,False,False,Indian D2C fashion eyewear.,B2C|D2C|Fashion|Indian|Startup,79,65,True
framesbuy_ca,Framesbuy Canada,Canada,CA,CAN,North America,Vancouver,D2C Eyewear,Optical,Online Retailer,Online Retailer,Budget,2012,Private,False,,https://framesbuy.ca,framesbuy.ca,https://instagram.com/framesbuy_ca,https://www.linkedin.com/company/framesbuy-canada/,,,,15000,,,,446130,5995,False,False,True,False,False,False,False,Canadian online eyewear.,B2C|Budget|Canadian|Online-Only,79,65,True
framesbuy_india,Framesbuy India,India,IN,IND,South Asia,Mumbai,D2C Eyewear,Optical,D2C Brand,D2C Online,Budget,2015,Private,False,,https://framesbuy.in,framesbuy.in,https://instagram.com/framesbuy_india,https://www.linkedin.com/company/framesbuy-in/,,,,12000,,,,454110,5961,False,False,False,False,False,False,False,Indian online eyewear retailer.,B2C|Budget|D2C|Indian|Online-Only,79,65,True
framesbuy_nz,Framesbuy NZ,New Zealand,NZ,NZL,Oceania,Auckland,D2C Eyewear,Optical,D2C Brand,D2C Online,Budget,2012,Private,False,,https://framesbuy.co.nz,framesbuy.co.nz,https://instagram.com/framesbuy_nz,https://www.linkedin.com/company/framesbuy-nz/,,,,5000,,,,454110,5961,False,False,False,False,False,False,False,New Zealand online eyewear.,B2C|Budget|D2C|New Zealand,79,65,True
framesdirect,FramesDirect,USA,US,USA,North America,"Austin, TX",D2C Eyewear,Optical,Online Retailer,Online Retailer,Mid-Range,1996,Private,False,,https://framesdirect.com,framesdirect.com,https://instagram.com/framesdirect,https://www.linkedin.com/company/framesdirect/,,,,20000,,,,446130,5995,False,False,True,False,False,False,False,Online retailer of designer prescription eyewear.,B2C|Designer|Online-Only|Rx,79,65,True
framesfactory,Framesfactory,India,IN,IND,South Asia,Delhi,D2C Eyewear,,D2C Brand,D2C Online,Budget,2018,Private,False,,https://framesfactory.in,framesfactory.in,https://instagram.com/framesfactory,https://www.linkedin.com/company/framesfactory/,,,,5000,,,,454110,5961,False,False,False,False,False,False,False,Indian D2C eyewear.,B2C|Budget|D2C|Indian,79,65,True
fredjewelry,Fred Eyewear,France,FR,FRA,Europe,Paris,Luxury Eyewear,,Brand,Licensed (Thélios),Prestige,1936,Private,False,,https://fred.com,fred.com,https://instagram.com/fredjewelry,https://www.linkedin.com/company/fred-eyewear/,,,,75000,,,,339115,3827,False,False,False,True,False,False,False,French luxury jewelry brand (LVMH). Nautical-inspired eyewear.,French|LVMH|Luxury|Nautical|Prestige|Thélios,79,65,True
freigeist_eyewear,Freigeist,Germany,DE,DEU,Europe,Schwäbisch Gmünd,Independent Eyewear,,Brand,Brand (Menrad),Mid-Range,2018,Private,False,,https://freigeist-eyewear.com,freigeist-eyewear.com,https://instagram.com/freigeist_eyewear,https://www.linkedin.com/company/freigeist-eyewear/,,,,8000,,,,339115,3827,False,False,False,False,False,False,False,"German lightweight eyewear. Modern, minimalist designs.",German|Independent|Lightweight|Menrad|Minimalist,79,65,True
frosteyewear,Frost Eyewear,Denmark,DK,DNK,Europe,Copenhagen,Independent Eyewear,,Brand,Brand,Mid-Premium,2015,Private,False,,https://frosteyewear.com,frosteyewear.com,https://instagram.com/frosteyewear,https://www.linkedin.com/company/frost-eyewear/,,,,10000,,,,339115,3827,False,False,False,False,False,False,False,Danish independent eyewear.,Danish|Design|Independent,79,65,True
furla,Furla Eyewear,Italy,IT,ITA,Europe,Bologna,Fashion Eyewear,Sunglasses,Brand,Licensed (De Rigo),Mid-Range,1927,Private,False,,https://furla.com,furla.com,https://instagram.com/furla,https://www.linkedin.com/company/furla/,,,,120000,,,,339115,3827,False,False,False,False,False,False,False,Italian fashion brand. Eyewear by De Rigo Vision.,De Rigo|Fashion|Italian|Licensed,79,65,True
fuselenses,Fuse Lenses,USA,US,USA,North America,Cincinnati,Replacement Lens,Sunglasses,D2C Brand,D2C Online,Budget,2012,Private,False,,https://fuselenses.com,fuselenses.com,https://instagram.com/fuselenses,https://www.linkedin.com/company/fuse-lenses/,,,,25000,,,,454110,5961,False,False,False,False,False,False,False,Affordable replacement sunglass lenses.,Aftermarket|B2C|Budget|D2C|Replacement Lens,79,65,True
fyidoctors,FYidoctors,Canada,CA,CAN,North America,Calgary,Optical Retail,Optical,Retailer,Retailer,Mid-Range,2006,Private,False,,https://fyidoctors.com,fyidoctors.com,https://instagram.com/fyidoctors,https://www.linkedin.com/company/fyidoctors/,,,,35000,,,,446130,5995,False,False,True,False,False,False,False,Canadian optometrist-owned optical chain. 300+ clinics.,Canadian|Doctor-Owned|Optical Chain|Retailer,79,65,True
gangareyenation,Gangar Eyenation,India,IN,IND,South Asia,Mumbai,Optical Retail,Optical,Retailer,Retailer,Mid-Range,1959,Private,False,,https://gangars.com,gangars.com,https://instagram.com/gangareyenation,https://www.linkedin.com/company/gangar-eyenation/,,,,20000,,,,446130,5995,False,False,True,False,False,False,False,Mumbai's leading optical retail chain.,Heritage|Indian|Mumbai|Retailer,79,65,True
gant,Gant Eyewear,USA,US,USA,North America,New York,Fashion Eyewear,,Brand,Licensed (Marcolin),Mid-Range,1949,Private,False,,https://gant.com,gant.com,https://instagram.com/gant,https://www.linkedin.com/company/gant/,,,,350000,,,,339115,3827,False,False,False,False,False,False,False,American preppy fashion brand. Eyewear by Marcolin.,American|Fashion|Licensed|Marcolin|Preppy,79,65,True
garrettleight,Garrett Leight California Optical,USA,US,USA,North America,Los Angeles,Independent Eyewear,,Independent Brand,Brand,Mid-Premium,2011,Private,False,,https://garrettleight.com,garrettleight.com,https://instagram.com/garrettleight,https://www.linkedin.com/company/garrett-leight/,https://facebook.com/GarrettLeight,,,180000,100,5,30000000,339115,3827,False,False,False,False,False,False,False,LA-based eyewear brand. California lifestyle aesthetic. Founded by son of Oliver Peoples founder.,California|Design|Independent|LA|Lifestyle,96,65,True
gcds,GCDS Eyewear,Italy,IT,ITA,Europe,Milan,Fashion Eyewear,,Brand,Licensed (Marcolin),Mid-Range,2015,Private,False,,https://gcds.com,gcds.com,https://instagram.com/gcds,https://www.linkedin.com/company/gcds/,,,,400000,,,,339115,3827,False,False,False,False,False,False,False,Italian streetwear brand. Bold eyewear by Marcolin.,Bold|Fashion|Italian|Marcolin|Streetwear,79,65,True
generaloptica,General Optica,Spain,ES,ESP,Europe,Barcelona,Optical Retail,Optical,Retailer,Retailer (GrandVision/EssilorLuxottica),Mid-Range,1975,Private,False,,https://generaloptica.es,generaloptica.es,https://instagram.com/generaloptica,https://www.linkedin.com/company/generaloptica/,,,,20000,,,,446130,5995,False,False,True,False,False,False,False,Spanish optical retail chain. Part of GrandVision.,EssilorLuxottica|Optical Chain|Retailer|Spanish,79,65,True
gentlemonster,Gentle Monster,South Korea,KR,KOR,East Asia,Seoul,D2C Eyewear,Sunglasses,D2C Brand,D2C / Experiential Retail,Premium,2011,Private,False,,https://gentlemonster.com,gentlemonster.com,https://instagram.com/gentlemonster,https://www.linkedin.com/company/gentle-monster/,https://facebook.com/GentleMonster,https://youtube.com/@GentleMonster,gentlemonster,900000,1000,80,500000000,454110,5961,False,False,False,False,False,False,False,South Korean luxury eyewear brand known for avant-garde store designs and celebrity following. Massive social media presence.,B2C|Celebrity|D2C|Experiential|Fashion|K-Pop|Korean|Luxury,97,65,True
genusee,Genusee,USA,US,USA,North America,"Flint, MI",Sustainable Eyewear,,D2C Brand,D2C Online,Mid-Range,2018,Private,False,,https://genusee.com,genusee.com,https://instagram.com/genusee,https://www.linkedin.com/company/genusee/,,,,5000,,,,454110,5961,False,False,False,False,False,False,False,"Eyewear made from recycled water bottles. Founded in Flint, Michigan.",B2C|D2C|Flint|Recycled|Social Mission|Sustainable,79,65,True
gernot_lindner,Gernot Lindner,Germany,DE,DEU,Europe,Schwäbisch Gmünd,Independent Eyewear,,Brand,Brand,Premium,2010,Private,False,,https://gernot-lindner.com,gernot-lindner.com,https://instagram.com/gernot_lindner,https://www.linkedin.com/in/gernot-lindner/,,,,12000,,,,339115,3827,False,False,False,False,True,False,False,German eyewear. Silver and precious metal frames.,German|Independent|Precious|Silver,79,65,True
gigibarcelona,Gigi Barcelona,Spain,ES,ESP,Europe,Barcelona,Independent Eyewear,,Brand,Brand,Mid-Range,2015,Private,False,,https://gigibarcelona.com,gigibarcelona.com,https://instagram.com/gigibarcelona,https://www.linkedin.com/company/gigibarcelona/,,,,85000,,,,339115,3827,False,False,False,False,False,False,False,Spanish fashion eyewear.,Barcelona|Independent|Spanish,79,65,True
gigistudios,Gigi Studios,Spain,ES,ESP,Europe,Barcelona,Independent Eyewear,,Brand,Brand,Mid-Range,2015,Private,False,,https://gigistudios.com,gigistudios.com,https://instagram.com/gigistudios,https://www.linkedin.com/company/gigi-studios,,,,30000,,,,339115,3827,False,False,False,False,False,False,False,Spanish fashion eyewear from Barcelona.,Barcelona|Fashion|Independent|Spanish,79,65,True
givenchyofficial,Givenchy Eyewear,France,FR,FRA,Europe,Paris,Luxury Eyewear,,Brand,Licensed (Thélios),Premium-Luxury,1952,Private,False,,https://givenchy.com,givenchy.com,https://instagram.com/givenchyofficial,https://www.linkedin.com/company/givenchy,,,,22000000,,,,339115,3827,False,False,False,False,False,False,False,French luxury house. Eyewear by Thélios/LVMH.,French|LVMH|Luxury|Thélios,79,65,True
gkb-lens,GKB Lens,India,IN,IND,South Asia,Kolkata,Lens Manufacturer,,Manufacturer,Manufacturer,Mid-Range,1959,Private,False,,https://gkblens.com,gkblens.com,,https://www.linkedin.com/company/gkb-lens,,,,,,,,339115,3827,False,True,False,False,False,True,False,Indian ophthalmic lens manufacturer.,Indian|Lenses|Manufacturer,72,50,True
gkboptical,GKB Opticals,India,IN,IND,South Asia,New Delhi,Optical Retail Chain,Optical,Retailer,Retail Chain,Mid-Range,1959,Private,False,,https://gkboptical.com,gkboptical.com,https://instagram.com/gkboptical,https://www.linkedin.com/company/gkb-opticals,https://facebook.com/GKBOptical,,,15000,500,50,30000000,446130,5995,False,False,True,False,False,False,False,Established Indian optical retail chain based in Delhi.,India|Optical Chain|Retailer,94,65,True
glassesdirect,Glasses Direct,UK,GB,GBR,Europe,London,D2C Eyewear,Optical,D2C Brand,D2C Online (EssilorLuxottica),Budget,2004,Private,False,,https://glassesdirect.co.uk,glassesdirect.co.uk,https://instagram.com/glassesdirect,https://www.linkedin.com/company/glassesdirect,,,,40000,,,,454110,5961,False,False,False,False,False,False,False,UK's largest online glasses retailer. Part of EssilorLuxottica.,B2C|Budget|D2C|EssilorLuxottica|Online-Only|UK,79,65,True
glasseslit,Glasseslit,China,CN,CHN,East Asia,Wenzhou,D2C Eyewear,Optical,D2C Brand,D2C Online,Budget,2014,Private,False,,https://glasseslit.com,glasseslit.com,https://instagram.com/glasseslit,https://www.linkedin.com/company/glasseslit,,,,20000,,,,454110,5961,False,False,False,False,False,True,False,Chinese D2C eyewear brand selling globally. Ultra-affordable.,B2C|Budget|Chinese|D2C|Global|Online-Only,82,75,True
glassesusa,GlassesUSA,USA/Israel,,,North America,Tel Aviv,D2C Eyewear,Both,D2C Brand,D2C Online,Budget-Mid,2009,Private,False,,https://glassesusa.com,glassesusa.com,https://instagram.com/glassesusa,https://www.linkedin.com/company/glassesusa,https://facebook.com/GlassesUSA,https://youtube.com/@GlassesUSA,,350000,500,0,150000000,454110,5961,False,False,False,False,False,False,False,"Online eyewear retailer with virtual try-on technology. Israeli-founded, US-focused.",B2C|D2C|Israeli|Online-Only|Virtual Try-On,93,65,True
glassic.co,Glassic,India,IN,IND,South Asia,Mumbai,D2C Eyewear,Optical,D2C Brand,D2C Online,Budget,2020,VC-backed,False,,https://glassic.co,glassic.co,https://instagram.com/glassic.co,https://www.linkedin.com/company/glassic,,,,12000,10,,2000000,454110,5961,False,False,False,False,False,False,False,Indian D2C eyewear brand offering affordable prescription glasses.,B2C|Budget|D2C|Funded|Indian|Startup,87,65,True
glazziq,Glazziq,Thailand,TH,THA,Southeast Asia,Bangkok,D2C Eyewear,Optical,D2C Brand,D2C Online,Budget,2017,Private,False,,https://glazziq.com,glazziq.com,https://instagram.com/glazziq,https://www.linkedin.com/company/glazziq,,,,25000,,,,454110,5961,False,False,False,False,False,False,False,Thai D2C affordable eyewear brand.,B2C|Budget|D2C|SE Asia|Thai,79,65,True
global-optical-center-goptics,Global Optical Center (goptics),,,,Global,,,Optical,,,,2025,Private,False,,https://goptics.net,goptics.net,,https://www.linkedin.com/company/goptics,,,,,,,,339115,3827,False,False,False,False,False,False,False,"- **Global Optical Center (goptics)** — Country: Saudi Arabia; HQ: Riyadh; Founded: >20 years ago; Type: Retail + wholesale supplier; Stores: n/a; Revenue: n/a; Employees: n/a; Website: [Global Optical Center](https://www.goptics.net); Products: prescription glasses, lenses, optical instruments; Description: Long-running Riyadh optical supplier serving both consumers and institutions. ([Eyewearglobo](https://www.eyewearglobo.com/top-20-eyewear-companies-in-saudi-arabia-for-b2b-buyers-2025/))",,34,50,True
goggles4u,Goggles4u,Pakistan,PK,PAK,South Asia,Karachi,D2C Eyewear,Optical,D2C Brand,D2C Online,Budget,2003,Private,False,,https://goggles4u.com,goggles4u.com,https://instagram.com/goggles4u,https://www.linkedin.com/company/goggles4u/,,,,12000,,,,454110,5961,False,False,False,False,False,False,False,Pakistani online eyewear retailer. Ultra-affordable.,B2C|Budget|D2C|Online-Only|Pakistani,79,65,True
goldandwood,Gold & Wood,Luxembourg,,,Europe,Luxembourg,Luxury Eyewear,,Brand,Brand,Prestige,1995,Private,False,,https://goldandwood.com,goldandwood.com,https://instagram.com/goldandwood,https://www.linkedin.com/company/goldandwood/,,,,85000,,,,339115,3827,False,False,False,True,False,False,False,"Luxembourg luxury eyewear. Gold, wood, horn, and precious materials.",Gold|Horn|Independent|Luxembourg|Luxury|Precious|Wood,79,65,True
goodr,Goodr,USA,US,USA,North America,Los Angeles,D2C Eyewear,Sunglasses,D2C Brand,D2C / Wholesale,Budget,2015,Private,False,,https://goodr.com,goodr.com,https://instagram.com/goodr,https://www.linkedin.com/company/goodr/,https://facebook.com/GoodrSunglasses,,goodr,150000,100,0,50000000,454110,5961,False,False,False,False,False,False,False,"Running sunglasses brand with fun, colorful designs. No-slip, no-bounce technology.",Active Lifestyle|B2C|D2C|Fun|Running|Sports,96,65,True
gouverneur-audigier,Gouverneur Audigier,France,FR,FRA,Europe,Morez,Heritage Eyewear,,Brand,Brand/Manufacturer,Premium,1870,Private,False,,https://gouverneur-audigier.fr,gouverneur-audigier.fr,,https://www.linkedin.com/company/gouverneur-audigier/,,,,,,,,339115,3827,False,False,False,False,False,False,False,French heritage eyewear from Morez. Over 150 years.,100+ Years|French|Heritage|Independent|Morez,72,50,True
grafixeyewear,Grafix Eyewear,Italy,IT,ITA,Europe,Belluno,Independent Eyewear,,Brand,Brand,Mid-Range,2020,Private,False,,https://grafixeyewear.com,grafixeyewear.com,https://instagram.com/grafixeyewear,https://www.linkedin.com/company/grafix-eyewear/,,,,5000,,,,339115,3827,False,False,False,False,False,False,False,Italian independent eyewear from Belluno.,Belluno|Independent|Italian,79,65,True
